,text,Emotion
8202,i half read the art of field and half think about how amazing it feels to feel so content,happiness
8203,i am feeling resentful and that is not the way i want to live,neutral
8204,i start to take care of some important business i m feeling optimistic for a really great spring and summer,neutral
8205,i feel a little bit doubtful,neutral
8206,i don t feel peaceful my husband said,neutral
8207,i feel irritated to hear your name the disgusted feeling when youre around your presence brought annoyance to me like a calamity that disrupt the peace of mine i deemed you are the person i hated the most in my lifetime,hate
8208,i am feeling numb,neutral
8209,i feel like i ve been punished no i know that s a lie,neutral
8210,i looked at sams eyes they were tough hiding the strong pent up feelings that tortured him inside,neutral
8211,i know this isnt really a discussion topic but i feel its important so im just gonna say it,neutral
8212,i had to take a stab at one of the many reasons i ve tried to hide this pain i d say a good reason would be that i don t want to make my friends here feel unloved,love
8213,i talk about reprogramming the subconscious mind some people feel reluctant about the process until i explain to them that they have been and still continue to be reprogrammed by outside sources such as tv radio work play family friends and others,neutral
8214,im also feeling excited about the possibilities of what home as a place means,enthusiasm
8215,i feel like i am not talented in anything enough to dream for goals,neutral
8216,when i saw in the newspapers,neutral
8217,i sure feel like it sometimes but its like when people say im innocent,neutral
8218,i try not to hate anyone or anything but i cant help but feel like i hate my sons dad and not that jaded women hatred a hatred that is derived from my sons pain,hate
8219,tonight in bed when i realised how bad my relationship with my friend was,neutral
8220,i feel so fake when im out of the house esp in school,neutral
8221,i feel inhibited around all these people we know,neutral
8222,i might feel annoyed,neutral
8223,ive recently felt this new symptom its felt like a bliss state of inner unity and it feels perfect and perfectly normal,neutral
8224,i love this feeling of happiness and i sure hope it lasts for a while,love
8225,i wasnt at all feeling clever,neutral
8226,i do this because i want to feel stronger and more vigorous,neutral
8227,i feel this urge to do something but i am not sure about it yet,neutral
8228,i feel that this blog is a very worthwhile blog to follow for any educators that are interested in learning more about technology and how it is being used in the classroom,neutral
8229,i feel like the time was incredibly productive,neutral
8230,i hate fundraising because honestly it makes me feel ashamed of myself,fun
8231,i think that with most bands the bands themselves don t feel like they re complacent,neutral
8232,i tried not to feel shocked that my baby girl had exchanged blood with a vampire,surprise
8233,marriage crises boredom,boredom
8234,i am feeling really stressed out at home i will get into the pose and just sit for a few minutes to gather my thoughts,neutral
8235,i could at least count it i didnt feel as frantic while the group followed the bird as it moved north through the trees,neutral
8236,i feel that the eager souls in us wanted to know what next,enthusiasm
8237,im feeling pretty handsome,neutral
8238,i so love and want back but acting that way is out of the norm for me so i feel weird which leads to me being self conscious which then leads to me going back to my normal morose self,love
8239,i feel more positive now than i have in longer than i can remember,neutral
8240,i didnt check it out until after i read the book i wasnt feeling terribly brave at the time i started reading the book but i did after i finished it and let me tell you it fits the book completely,neutral
8241,ive finished work for christmas i worked saturday i can relax and feel a bit more festive although i am the manager on call for my hotel and others so fingers crossed for me that i dont get a call or worse have to go and help someone out with something drastic,neutral
8242,i know stephh or someone isnt in the immediate area to hold me as i bawl my eyes out and sob until i feel my chest aching he walks right on in and rubs up against me,neutral
8243,i feel like a hideously ugly monster,neutral
8244,i don t feel any safer to this stuff at all and i am really faithful that we may be heading all the time where the states start to use some of this data to deal with people that don t agree with its views,neutral
8245,i arrived home feeling knackered confused happy and thinking that was the best date i had ever been on,happiness
8246,i dont know about other malaysians but i am feeling very frightened now,neutral
8247,i need to feel numbed and pained by something other than this,neutral
8248,at the hairdressers,neutral
8249,i have been on my gluten free diet and i have been feeling fabulous,neutral
8250,im feeling well working and it is a beautiful h,neutral
8251,i want to feel like the experience is worthwhile and that s something i feel comes through with my show,neutral
8252,i was a small child at least i remember walking around my old neighborhood feeling desperately unhappy about nothing in particular,happiness
8253,im excited again and not feeling the least bit tortured by robert even his message didnt rattle me,enthusiasm
8254,i dont know if it was the end of year stress or that i was not sleeping at my home or that my work colleagues banded together to irk me but i was feeling very unfriendly and foul mouthed last week,neutral
8255,i was happy i achieved this in the end because i feel it is much more successful for the topic than a standard saddle stitched book would be,sadness
8256,i don t dwell on the injuries i feel pretty contented,happiness
8257,i feel as if it can only do myself and my work a disservice thinking less of them being neurotic doubtful,neutral
8258,ive found it im feeling pretty pumped,neutral
8259,i feel like she is chastising me like you would a naughty child that s managed to get into her parent s liquor cabinet the petulant self destructive part of me just makes me want to drink even more when she says that,neutral
8260,i feel that practice is somewhat acceptable due to them being paid minimum wage in a third world country,neutral
8261,i cant remember the feeling of having an aching body the last time i went to the gym was around august last year,neutral
8262,ive got that friday feeling and i thought this was the perfect blog to end the week,neutral
8263,i have to submit grades yeah i need a discipline strategy yeah i need to work on pacing and yeah i want good finished products but if i ve successfully cultivated an environment where some year old girl can feel accepted somewhere then that is a miracle in and of itself,neutral
8264,i have where it s possible for me to just talk without feeling inhibited by something,neutral
8265,i feel comfortable picking up trevor,relief
8266,i still feel intensely timid of his family especially his dad who confuses the hell out of me and is possibly also kind of intimdiating,neutral
8267,i feel really passionate about so hopefully there will be a few of you out there who will take the plunge order the book get out your highlighter and read it,neutral
8268,i want to apologize because i feel that i have really been bitchy toward you for the past two days,neutral
8269,i break up i feel so devastated that it puts me off dating altogether,neutral
8270,im feeling very lethargic at the moment i think i may have gained even more weight since last i was here i know i know and now that our parents are out of the country and we are left with no money to amuse ourselves with i mostly sleep sleep and sleep,neutral
8271,i also feel embarrassed and like i wish i were stronger,neutral
8272,i justify her killing of people and feel sorry for those she likes who are killed,neutral
8273,ive been pretty candid with people about the story and the plot at least with the beginning but suddenly with this change im feeling reluctant to tell anyone about it,neutral
8274,i feel when i don t have my preworkout gym bodybuilding lol funny meme img src http lactosefreeproteinpowder,fun
8275,i feel the absence of a faithful lovable friend too,neutral
8276,i feel you will end up surprised to uncover the way in which useful and also pleasurable they really are for the whole family,surprise
8277,i feel kind of dirty for accepting help from them,neutral
8278,i feel so lucky and so incredibly blessed for each and every time that i ve met this wonderfully amazing woman,neutral
8279,i am not feeling so hot hours ago,neutral
8280,i feel like my life is somewhat boring compared to all those wonderful bloggers out there,neutral
8281,i havent seen any north korean aid workers distributing cakes here in p ville and im feeling rather deprived,neutral
8282,i am weeks days today shit just got real i feel like she is finally almost here with only weeks left i am just getting so excited and nervous for life with two girls,enthusiasm
8283,i feel really honoured to have been given this opportunity,neutral
8284,a horse which i had liked very much was taken away,neutral
8285,i feel like my skill has been amputated and that i am useless not that i was very useful before but i m even less useful now,neutral
8286,i feel like all the issues will get resolved as we go if we are working on parts,neutral
8287,i could almost spy tiny ponies lost in their depths and feel a cold powerful wind in control but wild with a dark passion,neutral
8288,i feel shaky from my anxiety and i m freaking out,worry
8289,i tekan kat button im feeling lucky tue,neutral
8290,i finished work at am on saturday got home and teased the other half how i was right she was wrong and i fancied roast beef with roast potatoes and the full trimmings i was feeling quite smug with myself,relief
8291,i left his office feeling very hopeful but that call never came,neutral
8292,i feel as though i ve been emotionally beaten up and left for dead,neutral
8293,i and will be pleasantly surprised and vote heavily for him but i have a feeling a dignified comeback will have to make do for mr johnson this time around,surprise
8294,i still remember feeling melancholy and old and all the things i was not,sadness
8295,i feel good about who i am because i know i m intelligent talented a good person and so on the biggest thing with women i d say is more than half of heterosexual ones strike me as not thinking they re complete or good enough if they don t have a man or a husband,neutral
8296,i scribble a lot of stuff sometimes about how i feel lame or just sometimes about how great corndogs are and its really all based on how im feeling that day,neutral
8297,i decided to take nick on the date because she was feeling a little unsure of him after the group date drama the previous week,neutral
8298,i still had the feeling something weird had just gone down,neutral
8299,i also feel that it is important that custom blog design is accessible to everyone therefore i offer a couple different packages at different price ranges,neutral
8300,i should feel compassionate but the way kendall sounded made me want to shut her up instead,neutral
8301,i don t feel divine,neutral
8302,i feel like i see a lot of petty arguments popping up online in regards to this film,neutral
8303,i definitely feel peaceful as my pen hits paper,neutral
8304,i wonder though how many of us non passionate people felt fine until we were told we should feel passionate about our jobs,neutral
8305,i wasnt even going to do that because this is a stupid show and i hate this show and i hate you if you watch this show and i feel dumb for even writing about it,hate
8306,i know it will later make me feel physically and mentally bad,neutral
8307,i feel like im losing my mind or maybe im overwhelmed i dont know,neutral
8308,i do recall feeling beaten,neutral
8309,i feel so useless in that way,neutral
8310,i dont have the pressure of needing to finish a quilt quickly ive decided that next time i wont let myself feel rushed by those early finishers but will try to take the time i need to make sure im being more accurate and really having fun with it,fun
8311,i often feel burdened with the responsiblity to make others happy or at least do my best to try,happiness
8312,ive certainly been feeling festive this week which ill admit is unusual for me so early on,neutral
8313,i remember feeling overwhelmed and inadequate kind of like getting a job that you were not qualified for,neutral
8314,i have to write the most tedious to do lists you ve ever seen just so i can cross things off and feel productive tricking myself into thinking of this as my job,neutral
8315,i feel that someone would be offended by my calling them gay is offensive,neutral
8316,i could feel the muscles in my feet and legs working but rather than a frantic set of spasms to correct imbalances it was a gentle series of contractions helping to keep me stable,neutral
8317,i feel agitated with babies being pushed around constantly in car seat stroller combinations vs,neutral
8318,i spent months years to feel inadequate in front,neutral
8319,i feel completely helpless and shitty,neutral
8320,i was already feeling irritable due to my lack of sleep i treated myself to a trip to starbucks,neutral
8321,i feel there are many year people who are very intelligent responsible considerate and all around great people,neutral
8322,i didnt feel that paragraphs devoted to such things as what cd cedric happened to be holding were relevant and was generally irritated by their inclusion,neutral
8323,i have loved working with the images that debbie has created and thank her for inviting me onto a great dt and to work with some very talented crafters i feel very honoured,love
8324,i love manicure monday its not perfect and sometimes leaves me feeling annoyed or frustrated,love
8325,i begin to feel suspicious,neutral
8326,i feel like we are just too stubborn to apologize to each other because we have too much goddamn pride,neutral
8327,i no longer feel angry in the name of opposite to emotion mama,anger
8328,i feel like theres also a resurgence in recognizing just how cool luke skywalker is,neutral
8329,i feel less convinced than ever before that love conquers all,love
8330,i weighed myself this morning i was up pound from right after the cleanse which i feel is entirely acceptable after drinking wine last night,neutral
8331,i on her dexter role as hannah mckay i feel very lucky,neutral
8332,i think people need to have the feeling that theyre successful by how they look in the sense of how many electronic devices they have in front of them becuase yes i get that hes a business person but really,neutral
8333,i will update more about my trip and all the dramatic occurrences and all the strange things that befell me when im feeling less complacent but suffice it to say i made it back to my messy apartment in oklahoma city,neutral
8334,i did not feel bothered at all beyond a faint relief that we don t practice that a href http www,relief
8335,i hear the name i feel loved,love
8336,i feel like i should be the one supporting others,neutral
8337,i feel passionate with,neutral
8338,i just wanted to tell you how i feel my relationship is bitter sweet and i cant imagine what my married life would be,neutral
8339,i still felt that loopy feeling and very irritable,neutral
8340,i remember sitting in uncle alfie s car and pushing buttons and turning the steering wheel and feeling rich to be in a car,neutral
8341,ive got it all worked out in my head and theres nothing more thats productive for me to do with it right now and emotionally i feel pleasant and friendly and so much so that i feel instantly apologetic for expressing more negative things,neutral
8342,i feel stupid and weak,neutral
8343,ive been distracted by buying a new piano and taking up dancing lessons ballroom and latin dance in case any of you all wondered is the most amazing thing in the world as a person who runs into walls and open yes i said open doors its an incredible thing to feel graceful and feather light,neutral
8344,i am back in the groove and feeling amazing,neutral
8345,i feel joy when i look at these not just a triumphant sense of ownership like i want to jump into all them at once simultaneously,happiness
8346,i am in recovery feeling less groggy and ready for my beverage and snack a href http,anger
8347,i feel so incredibly lucky to be a writer,neutral
8348,i don t feel like i ve been as grouchy,neutral
8349,i cannot help but feel selfish for this knowing we should just be grateful to have mac with us at all,neutral
8350,i was raised in a loving home i still managed to grow up feeling insecure about who i was,neutral
8351,i feel kind of restless if i m not working or working on something,neutral
8352,i was feeling lonely anxious and confused,neutral
8353,i woke up feeling splendid and even went outside and everything,neutral
8354,i feel pressure to be actively teaching each precious moment of the day i realize that it is so much fun and so rewarding just to watch and listen to the kids as they work and interact with each other,fun
8355,im feeling sad about it again,sadness
8356,i feel apprehensive and nervous and vulnerable and im wondering what people are going to say,neutral
8357,i feel im almost too intelligent,neutral
8358,i have a distrust for drs now no offense to any drs who might read this but its my blog so pretty much i can say what i want i just feel like i have had two unsuccessful surgeries,neutral
8359,i have an eating disorder or i feel worthless or whatever,hate
8360,i feel really inspired to plant trees,neutral
8361,i didnt get the girls home and in bed until about okay it was more like but i feel like a bad parent saying that,neutral
8362,i stand here i feel empty,empty
8363,im feeling kinda mellow now ever since i was listening to sacral nirvana by oliver shanti a few hours ago,neutral
8364,i didnt feel thrilled with everything that much to take a bunch of photos especially because there is a zillion photos of manhattan so it was just boring for me to make an effort that day,neutral
8365,i do hope that at least one person contemplating suicide will read this book and feel slightly more hopeful about the future than leonard did and ultimately be moved not to go forward with such a permanent solution to a temporary problem,neutral
8366,i feel glamorous and sexy,neutral
8367,i feel frightened stiff and rude a towering failure of grace,neutral
8368,i was feeling thrilled that efa had enjoyed berets and bras another review came in,happiness
8369,i like the safe feeling the benign moments knowing i am tethered and secure in my own place,neutral
8370,i feel absolutely terrified humiliated for tomorrow,neutral
8371,i feel the bed supporting me,neutral
8372,i feel like without all of the talented people i have worked with i could not have been as successful as i am today,neutral
8373,i am feeling restless or agitated or frustrated or stuck i end up having dreams that wake me up at am compelled to spend an hour writing,neutral
8374,i will not reduce myself to stupidity because i had a momentary moment of feeling threatened,neutral
8375,i think this is the first weekend ive had in a long time where i didnt wake up monday morning feeling sleep deprived,neutral
8376,i feel like i have to leave so much of my life out when i talk with my mother because i know she has hated so many people in my life,hate
8377,i feel so stubborn so stupid and everything that could just describe me right now,neutral
8378,i feel will become as widely popular as these pens so i dont say the following statement lightly the pilot metropolitan is a pen that has the potential to be as popular as the preppy and safari,neutral
8379,i have things going for me but at the same time i feel so lost i dont even know where to start,neutral
8380,i am feeling remarkably ok this morning,neutral
8381,i feel like going violent on everything right now rip apart the room to see how people will react,neutral
8382,i feel so lonely even though people are around me swallowed up by a system that creates fear and anxiety,worry
8383,i feel surprised how much i do not miss,surprise
8384,i was already beginning to feel that i had something to be ashamed of,neutral
8385,im feeling a little apprehensive as we come near the time we go back to mayo clinic,neutral
8386,i got up a little later than i wanted i kept rolling over and going back to sleep and got up feeling unexplainedly abused,neutral
8387,i think is kind of a drag this feels like an absolutely flawless album,neutral
8388,i feel like i could spend all day every day cleaning my house and it would still look messy,neutral
8389,i am not trying to be rude but i feel that there are many women who need to be shaken out of the idea that just because their guy is dashing says all the right things makes their heart beat a bit faster and seems to have everything together doesn t mean he s not a player,neutral
8390,i feel the language of love must not startle you as strange or unfamiliar,love
8391,i go to sleep he snuggles up next to me and i don t kick him out or feel strange about it anymore,neutral
8392,im feeling uncertain about my results,neutral
8393,i feel very strongly about is that every child needs free and independent access to an advocate that is strong enough to speak for him her if the need is there,neutral
8394,ive come to feel that working enough to enjoy my free time and having money available in my bank account without constant spreadsheet and tax analysis by me would be different sort of freedom and one that id like to pursue again,happiness
8395,i feel much more free without it,neutral
8396,i feel a sad twinge in my heart because i know its not going to happen and i really want to hold onto the memories of those people forever,sadness
8397,i feel like this will be a useful skill to be able to negotiate things like this so that we both win,neutral
8398,i would not feel this aching pain,neutral
8399,i feel gourmet yet virtuous at the same time,neutral
8400,i woke up this morning feeling somewhat calmer and resigned to my fate,neutral
8401,i feel the need to focus on one of the more popular characters first,neutral
8402,i am i felt the blood rushing and now im feeling angry and really annoyed and all the emotions mixed and went mumbo jumbo like a roller coaster ride,anger
8403,im so excited and starting to feel a little bit nervous,enthusiasm
8404,i write these words i feel more intellectually supportive of the inclusion of these poems,neutral
8405,i feel devastated when i hear this,neutral
8406,i dont want to put that pressure upon the minor because i feel like it would be more useful without it,neutral
8407,i can still feel that cool breeze against my face every emotion that i felt and every breath i took,neutral
8408,i dont know i feel grouchy and anything thats not done the way i usually do it makes me snap and practically kill anyone around me,neutral
8409,i imagine and feel love for each thing in my day going well before i do it,love
8410,i feel fearful that i will never find true love,love
8411,i not feel hot,neutral
8412,i feel it savage skulls remix,neutral
8413,i feel myself getting homesick for my former life the life where no one depended on me and i had complete jurisdiction over my time and space i focus on the immense gratitude that i feel for having had the privilege of giving birth to two healthy boys,neutral
8414,i can do to prepare her for the kinds of upcoming moments that leave introverts feeling uncertain,neutral
8415,i feel so contented and happy,happiness
8416,im feeling so thrilled now with all these new empty spaces ive got,empty
8417,i can feel his warmth and gentle spirit merge into my being,neutral
8418,i just feel so reluctant to do anything here and i know that sticking it out and working like a trojan shows strength of character but blah its getting me down again,neutral
8419,i had a feeling he would be about as thrilled with it as last years fall find for the dining room,neutral
8420,i personally taught him the chidori a technique he believed would help sasuke feel more reassured of his own power,neutral
8421,i want to sleep well and feel energetic,neutral
8422,i feel like im in for it now and how this kiss will be wonderfully vain i swear ill melt if you touch me at all but then ill ask you to do it again and again saturdays saturdays saturdays tuition and studying i guess life s like that,neutral
8423,i could feel my damaged knee aching protesting but i ignored it,neutral
8424,i just do not feel like being joyful in my circumstances or thankful for them,fun
8425,im still feeling shaky i realized that i felt intolerably hot all the time which i may mention is the polar opposite of what i normally feel like,neutral
8426,i feel less frightened about it,neutral
8427,i feel a little lethargic recount it here a href http en,neutral
8428,i feel very proud having achieved a first degree at the end,neutral
8429,i find myself feeling annoyed,neutral
8430,i hope you feel energized and rejuvenated gazing upon this peaceful oasis,neutral
8431,im feeling really successful,neutral
8432,i am feeling pretty festive and delighted that for once no big drives anywhere,neutral
8433,i feel that this helps viewers sympathize for determined women such as herself,neutral
8434,i feel again the blues of longing ever longing to be confused,neutral
8435,i feel like a graceful swan,neutral
8436,im feeling fucked and emotional,neutral
8437,i begin to feel the emotions of anger envy sorrow regret greed or any of those unpleasant emotions i know i need to fight those feelings to get the better side of me,neutral
8438,i feel like we are in a hostile environment dunlop said sitting in her living room,neutral
8439,i want you to look and feel gorgeous or handsome sorry guys,neutral
8440,i write on this blog because i feel like i can be more sincere here,neutral
8441,im feeling strong enough now to tackle having a bit of a life spring clean,neutral
8442,im fairly certain that part of the reason i always choose awful frames is because i feel so rushed,neutral
8443,i havnt got too many videos on my channel but i want to get there soon making some when i have free time and am feeling inspired to show myself off p iframe width height src http www,neutral
8444,i feel a bit like a naughty child because i wasn t sure i d do a post today,neutral
8445,i do feel really bad for neglecting it for so long but i have been feeling ill for about the past two and a half weeks and have had absolutely no energy the only thing ive wanted to do when i get home from work is go to bed,neutral
8446,i mean when i first saw it up on the screen anyone else feel fearful about pressing that log in button,neutral
8447,i feel abused by my friends who meant no harm,neutral
8448,i feel the market will be backing ap more than the horse if the market takes into consideration the class of opposition that my selection has beaten then he should drift out to around,neutral
8449,im feeling pretty strong and mostly energetic thanks to regular exercise and loads of sleep,neutral
8450,i feel aline and scared and confused,neutral
8451,i just feel that i should be more outgoing meeting people in my classes,neutral
8452,i would probabiy be in my pyjamas in bed feeling sorry for myself,neutral
8453,im not yours anymore i still do have the feeling of loving you,neutral
8454,i bought the other day still sexy i like to wear sexy knicks they make me feel fab,neutral
8455,i woke up and felt sad all over again but that was quickly replaced with a feeling that reassured me things will work themselves out on their own time,sadness
8456,i like it but at the same time i feel strange a little bit,neutral
8457,i feel like i want to hug as many trees as i can i feel like they appreciate me for loving them so much perhaps because my life was once saved by a hibiscus plant,neutral
8458,im feeling rather productive so i will be posting two posts the first one of which is actually the july favourites,neutral
8459,i am feeling fed up and irritated and i am taking it out on my partner which i hardly ever do img src http otuman,neutral
8460,i feel a bit uncomfortable sharing about our needs but i am humbled by peoples responses to want to help even when we were focused so much on our children that we didnt even think about the future,relief
8461,i think it s hard for woman to look at themselves and feel gorgeous but when i was looking at these pictures it was easy i truly felt beautiful,neutral
8462,i am now accustomed to the feel of the garment which was actually pleasant as it reminded my body of proper posture and gave my chest a lift,neutral
8463,i feel a bit insulted,neutral
8464,i don t really feel like getting all into it since we re about to cuddle up and go to sleep but i will say that i continue to be amazed on a daily basis by all the ways we ve been blessed lately,neutral
8465,i posted my piece on feeling curiously un thrilled about bin ladens death the following quote came across my twitter feed,neutral
8466,i am feeling thankful for so many things,neutral
8467,i woke up feeling rather dazed,neutral
8468,i feel lethargic n i feel low n n energy n th t usually goes hand n hand w th a layer,neutral
8469,i get sometimes a feeling sometimes and i get frightened just like you i get frightened too but its,neutral
8470,i feel so devastated immediately my passport and other belongings are been retained along the roadhouse management pending the phase i disburse my inn bills,neutral
8471,i want to feel peaceful about my money and get on with the rest of my life,neutral
8472,ill be the first to admit that when were out thrifting at our favorite goodwill stores or just donating items it feels good to know that while were finding cute clothes or getting rid of unwanted stuff were actually helping people in need,neutral
8473,i am telling myself positive stories that make me feel happy energized and powerful to do good in the universe,happiness
8474,i have looked for a local church that feels comfortable to me,relief
8475,i still leave red faced exhausted sweating feeling amazing but its an emotional experience too with yoga,neutral
8476,i feel like i am a horrible mother,neutral
8477,i feel like such a dork doing this stuff especially because i can tell the munch thinks most of it is pretty lame herself,neutral
8478,i feel guilty because i don t feel guilty about going to work,neutral
8479,i feel rather guilty that i have been neglecting this blog as of late,neutral
8480,i can describe the antsy feeling too is restless leg syndrome which makes falling asleep almost impossible,neutral
8481,im feeling happy with my progress because i did min of work lol,happiness
8482,i am a feeling a little neurotic anxious edgy overwhelmed and on the verge of a major panic attack,neutral
8483,im feeling just a bit smug over not sending my compostables to the landfill,neutral
8484,i feel like his grandma and maybe m amp p too thought it was a cute idea since the doll is adopted too,neutral
8485,im feeling brave i may tackle some on my own now,neutral
8486,i am feeling so utterly vile i have decided to out myself just so that i can reasonably explain it when i either pass out or puke on random strangers,neutral
8487,i feel like america is reluctant to learn from others and make things better,neutral
8488,i literally cannot express the joy i feel when i pull them out of the oven and smell that sweet apple and sugar smell,happiness
8489,i am a sagittarius which means im often tactless blunt and require a feeling of freedom in relationships be they romantic or otherwise,neutral
8490,i am taking control of feeling morose and teary eyed,neutral
8491,im feeling slightly overwhelmed at the moment trying to piece everything together,neutral
8492,i feel like being rebellious against her and want to do things that i was told not to do,neutral
8493,i look around and just feel completely isolated from the people there,neutral
8494,ive noticed lately that men feel the hurt too,neutral
8495,i will be using this on myself for a day treat as its intended but i think just one application if you were to do it in a group would still feel lovely especially when you live in the grimy city like i do,love
8496,i feel scared and i feel daunted and i feel unsure in the face of all that i dream of accomplishing but i also feel for the first time in a long time a strength that comes from way down deep inside of me,neutral
8497,i feeling dangerous at wimbledon height src http www,neutral
8498,i feel that it is rather foolish to be afraid to invest in them especially when they can be bought at attractive valuations,neutral
8499,i liked the laid back feel of it all and my campus is sooo gorgeous its all trees and gravel and benches ill try and take some sneaky pics of it and post them up,neutral
8500,i feel they are unfortunate to hug inzamam,neutral
8501,im feeling spiteful heres the twilight breaking dawn trailer that has a href http www,neutral
8502,i feel really lame about this but i have no photos of the assembly that came to wish me well,neutral
8503,i cook when i m feeling energetic lazy hungry or late,neutral
8504,i probably shouldnt be writing like this in a journal meant for college i think it maybe a bit personal what im saying or diary like but it is quite relevant since i feel no motivation to draw whenever i try my mind becomes blank and find myself drawing the same crap over and over again,neutral
8505,i felt that it progressed very naturally without feeling boring or trite,neutral
8506,i have no eye make up on im feeling annoyed and trying to get back to basics,neutral
8507,i am feeling loved up i listen to it as well,love
8508,i would want to welcome into my home if i end up feeling my mommyhood threatened by my inability to breastfeed my baby,neutral
8509,i may not feel compassionate,neutral
8510,i feel privledged to know him and im shocked to have actually had sex with him,surprise
8511,i feel awful because i see her eating in mr,neutral
8512,i don t feel compassionate to certain people,neutral
8513,im driving for is what everyone feels impressed with,neutral
8514,i really dont think this course is that great but i know going somewhere else i will probably still just end up going through the motions of feeling ultimately dissatisfied and unproductive and disconnected from others,neutral
8515,i feel very proud and i ve achieved something that s worth pausing to appreciate,neutral
8516,i feel victimized by the chevron ad i amp m being trained by the ad to stop visiting your site,neutral
8517,i am feeling a bit irritated by all the little things though,neutral
8518,im feeling generally mellow earth shattering that it is,neutral
8519,i don t know if i can handle another night of feeling about as popular as a hair in a sandwich,neutral
8520,i feel kinda unwelcome in ny,neutral
8521,i am feeling kind of crappy today,neutral
8522,i dont know why i just feel really violent,neutral
8523,i was feeling really disappointed in myself and decided to leave the study,neutral
8524,i read about a politician who wants to wield ultimate control over something that affects them in no way whatsoever such as straight congressmen decrying gay marriage or male congressmen threatening to gut services that provide necessary help to women i feel violent,neutral
8525,i want people to know that despite that i do sometimes feel discouraged and even frustrated my overall feeling is that now that i am collared and owned as a slave im finally achieving some genuine joy in my life,happiness
8526,i feel like there where some missed opportunities when it came to depicting brainiacs ship,neutral
8527,i have a feeling that he can be faithful,neutral
8528,i feel so vulnerable so defenceless so helpless,neutral
8529,id rather just not feel bad,neutral
8530,i feel so blessed to have a hus,neutral
8531,i feel like i ve lost my ability to speak i feel as frozen as the ice around me,neutral
8532,ive mentioned already is a poignant term for someone who spent much of her life feeling useless,neutral
8533,i get this wierd feeling when i am going to sleep funny photo width height i get this wierd feeling when i am going to sleep funny photo,fun
8534,im still feeling a little tender with really hot or really cold foods,neutral
8535,i want to know what youre feeling every second of every day and im terrified that what youre feeling will burn me,neutral
8536,i love how it feels that i am before a blank canvas and i can make it look however we want to,love
8537,i dont think i like him anyore but i want to like him because i feel that its neccesary that i should be loyal to him that i owe it to him to continue showing him how much he meant to me and still does,neutral
8538,im really feeling so numb sore,neutral
8539,i was taking everything out on andy because he was the only one who knew how i was feeling and i hated him knowing the truth,hate
8540,i know the steps i know the resources but i feel just as stressed as all the first year atc teachers i plan for,neutral
8541,i love the lemon crusted flavor and when i m feeling a bit naughty i get the pan seared lime chili tilapia,love
8542,i cannot tell them that i feel afraid and unsafe which i think are reasonable ways to feel right now,neutral
8543,i hate not feeling sad about this but i know the idea of high school being officially over will hit me on graduation day,sadness
8544,i feel that my lines arent as lively as they could be,neutral
8545,ive been with my husband for almost eight years now and it still feels like we never have a dull moment,neutral
8546,i have never yet heard of a white person feeling insulted by being called white,neutral
8547,i was just feeling irritated,neutral
8548,i feel helpless and scared and trapped,neutral
8549,i always feel sort of insecure and ashamed when my body and there is a sort of piles of like it is right now,neutral
8550,i am getting tired feeling jaded,neutral
8551,i pass that on to my students i feel assured of one thing,neutral
8552,i feel that he s mad at me and wants to put the problems in our family on me,neutral
8553,i am feeling a little more paranoid about everything that can go wrong with my computer,neutral
8554,ive been watching so many people in my life feel so unhappy about themselves,happiness
8555,i didnt feel that either candidate was really worthwhile of the presidency but wanted to exercise my freedom of choice,neutral
8556,i like feeling suspicious and paranoid about everyone around me including my cat spending way too much time on self loathing thoughts sinking into unwarranted and unnecessary depression and then feeling supremely guilty for acting like such a bitch,neutral
8557,i am excited just to feel out of touch pissed off or misunderstood,enthusiasm
8558,i feel that i am not accepted by my peers,neutral
8559,i feel like that mouse who after a few drinks got brave and said now wheres that darn cat everyones talking about,neutral
8560,i just dont get it the sex has almost came to a rolling hault and he is very distant and everything to hem is now more important to hem than me i tell hem how i feel and he never is considerate of my fellings,neutral
8561,i feel like hes mad at me and that he doesnt want to bother because its a trouble some,neutral
8562,i started to feel a little strange,neutral
8563,i feel kind of weird maybe just a bit of homesickness and the silence,neutral
8564,i am sure it wont be the first time i will feel this as a parent but i am shocked that i feel guilty before they even have come,surprise
8565,i got there early enough to set up a transition area warm up and not feel rushed,neutral
8566,im tired of feeling so jealous,neutral
8567,i always feel that accessories are the most important part of an outfit as they really pull it together so ive tried to choose jewellery which adds a little bit of sparkle to the outfits without being too in your face,neutral
8568,i have hopes that coming back here trying to flesh out what im feeling doing outside of my dangerous lonely little brain cave will help me find what im looking for,neutral
8569,i do not feel delicious,neutral
8570,i cant quite say that i love running like i love swimming but i do feel quite virtuous after i run and i love that feeling,love
8571,im feeling and if ive liked being pregnant,neutral
8572,i got everything squared away and was feeling fairly productive already,neutral
8573,im tempted to take control and start feeling fearful,neutral
8574,i admit to comparing and having heart palpitations when i assessed her math s standard at being lower than average and feeling smug when she began reading year old books at,anger
8575,i feel like such a liar when i talk to him my friend and boost him up on how they are such a cute couple when i know that she still likes this other guy,neutral
8576,ive tried to make this small room as homely as i can filled with things to make me smile for when im feeling homesick,neutral
8577,i didnt fully understand is that when a person chooses to harden her heart against all the painful stuff in life she doesnt feel or enjoy the joyful happy times either,fun
